celebrity_name,season,week,judge_score,placement,weeks_participated,method1_combined_rank,method2_combined_pct,method1_pos,method2_pos,n_contestants,eliminated_week,is_eliminated
Joseph Baena,31,3,29.0,11,5,13.5,0.1342687306755871,7.0,6.0,14,5.0,0
Joseph Baena,31,4,28.0,11,5,22.5,0.1155852354334762,12.0,11.0,13,5.0,0
Joseph Baena,31,5,35.0,11,5,21.0,0.1032315227208919,12.0,11.0,12,5.0,1
Trevor Donovan,31,1,21.0,6,9,18.5,0.1049347112423572,9.0,9.0,16,9.0,0
Trevor Donovan,31,2,30.0,6,9,9.0,0.1584259356827676,4.5,4.0,15,9.0,0
Trevor Donovan,31,3,27.0,6,9,20.0,0.1178951915973636,9.0,9.0,14,9.0,0
Trevor Donovan,31,4,28.0,6,9,21.5,0.1190094487220876,11.0,10.0,13,9.0,0
Trevor Donovan,31,5,36.0,6,9,14.5,0.1560465841451559,5.0,5.0,12,9.0,0
Trevor Donovan,31,6,34.0,6,9,12.5,0.1886961585276027,6.5,6.0,10,9.0,0
Trevor Donovan,31,7,39.0,6,9,4.5,0.2549027236551629,2.0,3.0,9,9.0,0
Trevor Donovan,31,8,39.0,6,9,11.5,0.2398874133247846,6.0,6.0,8,9.0,0
Trevor Donovan,31,9,32.5,6,9,11.0,0.2305987311176478,5.5,6.0,6,9.0,1
Daniel Durant,31,1,27.0,5,9,11.0,0.1514463636603224,5.0,5.0,16,9.0,0
Daniel Durant,31,2,29.0,5,9,9.0,0.1561064163099396,4.5,5.0,15,9.0,0
Daniel Durant,31,3,31.0,5,9,9.0,0.1656086460372777,4.0,4.0,14,9.0,0
Daniel Durant,31,4,29.0,5,9,16.5,0.1352847445256709,9.0,7.0,13,9.0,0
Daniel Durant,31,5,33.5,5,9,17.0,0.1517844387236011,9.5,7.0,12,9.0,0
Daniel Durant,31,6,34.0,5,9,11.5,0.1979765848298824,5.0,5.0,10,9.0,0
Daniel Durant,31,7,36.5,5,9,10.5,0.2262169972591352,6.0,6.0,9,9.0,0
Daniel Durant,31,8,39.0,5,9,10.5,0.2475046265267188,5.0,5.0,8,9.0,0
Daniel Durant,31,9,34.5,5,9,11.0,0.2377249238909882,5.5,5.0,6,9.0,1
Wayne Brady,31,1,29.0,3,10,4.0,0.2229837372404413,2.0,2.0,16,,0
Wayne Brady,31,2,32.0,3,10,3.0,0.2302347561205005,1.0,1.0,15,,0
Wayne Brady,31,3,33.0,3,10,3.0,0.2431576328025867,1.0,1.0,14,,0
Wayne Brady,31,4,36.0,3,10,3.0,0.2462590228196829,1.0,1.0,13,,0
Wayne Brady,31,5,41.0,3,10,4.5,0.2425411708388008,2.0,2.0,12,,0
Wayne Brady,31,6,34.0,3,10,9.5,0.2217507380751896,4.0,4.0,10,,0
Wayne Brady,31,7,38.0,3,10,5.0,0.2768531833474652,3.0,2.0,9,,0
Wayne Brady,31,8,45.0,3,10,2.5,0.3366566563877494,1.0,1.0,8,,0
Wayne Brady,31,9,36.5,3,10,5.5,0.3806290332764203,3.0,3.0,6,,0
Wayne Brady,31,10,38.0,3,10,6.5,0.4980150891311454,3.0,3.0,4,,0
Sam Champion,31,1,20.0,13,4,28.0,0.070990013885002,15.0,15.0,16,4.0,0
Sam Champion,31,2,26.0,13,4,25.0,0.0814375859010178,13.0,13.0,15,4.0,0
Sam Champion,31,3,25.0,13,4,25.0,0.082317223184067,13.0,13.0,14,4.0,0
Sam Champion,31,4,25.0,13,4,26.0,0.073636842769761,13.0,13.0,13,4.0,1
Jessie James Decker,31,1,20.0,10,6,24.0,0.0890638042806104,11.0,11.0,16,6.0,0
Jessie James Decker,31,2,25.0,10,6,23.0,0.0964739841205741,11.5,11.0,15,6.0,0
Jessie James Decker,31,3,26.0,10,6,22.0,0.106239187462474,11.5,11.0,14,6.0,0
Jessie James Decker,31,4,31.0,10,6,16.0,0.1288994233509749,8.0,9.0,13,6.0,0
Jessie James Decker,31,5,36.0,10,6,15.5,0.1477664526750031,7.0,8.0,12,6.0,0
Jessie James Decker,31,6,32.0,10,6,19.0,0.1187247696889011,10.0,10.0,10,6.0,1
Jordin Sparks,31,1,26.0,9,7,13.0,0.1267587155026047,6.5,6.0,16,7.0,0
Jordin Sparks,31,2,27.0,9,7,17.5,0.1140103415647635,9.0,8.0,15,7.0,0
Jordin Sparks,31,3,29.0,9,7,14.5,0.1309158901989299,8.0,7.0,14,7.0,0
Jordin Sparks,31,4,34.0,9,7,9.5,0.1616390971892057,4.0,4.0,13,7.0,0
Jordin Sparks,31,5,35.5,9,7,18.0,0.1449956473608132,11.0,9.0,12,7.0,0
Jordin Sparks,31,6,34.0,9,7,13.5,0.1831223326669833,8.0,7.0,10,7.0,0
Jordin Sparks,31,7,34.5,9,7,17.0,0.1383888294884823,9.0,9.0,9,7.0,1
Heidi D'Amelio,31,1,24.0,8,8,20.0,0.097843042190015,10.0,10.0,16,8.0,0
Heidi D'Amelio,31,2,28.0,8,8,16.0,0.1085589279278267,7.0,9.0,15,8.0,0
Heidi D'Amelio,31,3,32.0,8,8,13.0,0.130561836332208,6.0,8.0,14,8.0,0
Heidi D'Amelio,31,4,34.0,8,8,13.5,0.1345694806368785,6.0,8.0,13,8.0,0
Heidi D'Amelio,31,5,39.0,8,8,15.0,0.1403837120635961,6.0,10.0,12,8.0,0
Heidi D'Amelio,31,6,36.0,8,8,12.5,0.1692306129155192,6.5,8.0,10,8.0,0
Heidi D'Amelio,31,7,35.0,8,8,15.0,0.1654238230458769,7.0,8.0,9,8.0,0
Heidi D'Amelio,31,8,35.0,8,8,15.0,0.1518178150791189,7.5,8.0,8,8.0,1
Charli D'Amelio,31,1,32.0,1,10,2.0,0.2310097140805673,1.0,1.0,16,,0
Charli D'Amelio,31,2,32.0,1,10,5.0,0.2156596491319676,3.0,3.0,15,,0
Charli D'Amelio,31,3,33.0,1,10,5.0,0.2258292015124871,3.0,3.0,14,,0
Charli D'Amelio,31,4,36.0,1,10,5.0,0.2331837967813561,3.0,3.0,13,,0
Charli D'Amelio,31,5,42.0,1,10,2.0,0.2472026247664513,1.0,1.0,12,,0
Charli D'Amelio,31,6,40.0,1,10,2.0,0.2733840144252596,1.0,1.0,10,,0
Charli D'Amelio,31,7,39.0,1,10,2.5,0.2870562809040384,1.0,1.0,9,,0
Charli D'Amelio,31,8,45.0,1,10,3.5,0.3159866900643076,2.0,2.0,8,,0
Charli D'Amelio,31,9,40.0,1,10,4.5,0.3926135383161849,2.0,2.0,6,,0
Charli D'Amelio,31,10,40.0,1,10,3.5,0.512712936384774,2.0,2.0,4,,0
Teresa Giudice,31,1,20.0,15,2,26.0,0.0771361784692415,13.5,14.0,16,2.0,0
Teresa Giudice,31,2,23.0,15,2,29.0,0.0650525081200359,15.0,15.0,15,2.0,1
Vinny Guadagnino,31,1,17.0,7,8,26.0,0.0856992767581106,13.5,12.0,16,8.0,0
Vinny Guadagnino,31,2,27.0,7,8,16.5,0.1337120328416575,8.0,7.0,15,8.0,0
Vinny Guadagnino,31,3,23.0,7,8,22.0,0.1088653539600513,11.5,10.0,14,8.0,0
Vinny Guadagnino,31,4,29.0,7,8,15.5,0.1430936798547577,7.0,6.0,13,8.0,0
Vinny Guadagnino,31,5,31.0,7,8,17.0,0.1559105254752572,9.5,6.0,12,8.0,0
Vinny Guadagnino,31,6,28.0,7,8,18.0,0.1653515097137931,9.0,9.0,10,8.0,0
Vinny Guadagnino,31,7,31.5,7,8,16.0,0.1968852272802669,8.0,7.0,9,8.0,0
Vinny Guadagnino,31,8,29.0,7,8,15.0,0.1575592764486094,7.5,7.0,8,8.0,1
Shangela,31,1,28.0,4,10,8.0,0.1793706842177848,4.0,4.0,16,10.0,0
Shangela,31,2,28.0,4,10,13.0,0.1455453586475332,6.0,6.0,15,10.0,0
Shangela,31,3,30.0,4,10,11.0,0.153999574381432,5.0,5.0,14,10.0,0
Shangela,31,4,32.0,4,10,10.5,0.160087543070906,5.0,5.0,13,10.0,0
Shangela,31,5,38.5,4,10,10.0,0.175494999829597,4.0,4.0,12,10.0,0
Shangela,31,6,36.0,4,10,7.5,0.2249778019686023,3.0,3.0,10,10.0,0
Shangela,31,7,36.5,4,10,9.5,0.2279028134709907,4.0,4.0,9,10.0,0
Shangela,31,8,42.0,4,10,7.0,0.2734328402983862,3.5,4.0,8,10.0,0
Shangela,31,9,36.5,4,10,7.5,0.3451018452923303,4.0,4.0,6,10.0,0
Shangela,31,10,38.0,4,10,7.5,0.4455588877963298,4.0,4.0,4,10.0,1
Gabby Windey,31,1,28.0,2,10,7.0,0.1990440416891124,3.0,3.0,16,,0
Gabby Windey,31,2,32.0,2,10,4.0,0.2276973949737088,2.0,2.0,15,,0
Gabby Windey,31,3,33.0,2,10,4.0,0.2320266930524247,2.0,2.0,14,,0
Gabby Windey,31,4,36.0,2,10,4.0,0.2355784083628725,2.0,2.0,13,,0
Gabby Windey,31,5,41.0,2,10,5.5,0.2364089473799387,3.0,3.0,12,,0
Gabby Windey,31,6,37.0,2,10,4.0,0.2567854771882665,2.0,2.0,10,,0
Gabby Windey,31,7,35.5,2,10,10.0,0.2263701215485811,5.0,5.0,9,,0
Gabby Windey,31,8,40.0,2,10,7.0,0.2771546818703247,3.5,3.0,8,,0
Gabby Windey,31,9,40.0,2,10,2.5,0.4133319281064284,1.0,1.0,6,,0
Gabby Windey,31,10,40.0,2,10,2.5,0.5437130866877506,1.0,1.0,4,,0
Jamie Lynn Spears,32,1,15.0,13,2,19.5,0.1016611523682014,11.0,11.0,14,2.0,0
Jamie Lynn Spears,32,2,16.0,13,2,22.0,0.0765024613077552,12.0,13.0,13,2.0,1
Mira Sorvino,32,1,17.0,10,5,19.0,0.1087726340275744,10.0,9.0,14,5.0,0
Mira Sorvino,32,2,18.0,10,5,17.5,0.1118931415872434,8.0,8.0,13,5.0,0
Mira Sorvino,32,3,26.0,10,5,15.0,0.1198638005099793,8.5,9.0,12,5.0,0
Mira Sorvino,32,4,21.0,10,5,16.0,0.1317635262100269,7.0,8.0,11,5.0,0
Mira Sorvino,32,5,22.0,10,5,18.0,0.1096719089442425,10.0,10.0,10,5.0,1
Barry Williams,32,1,16.0,7,8,17.0,0.1098165082304278,7.5,8.0,14,8.0,0
Barry Williams,32,2,15.0,7,8,20.0,0.1001108845064983,11.0,10.0,13,8.0,0
Barry Williams,32,3,25.0,7,8,15.0,0.1218023533487764,8.5,8.0,12,8.0,0
Barry Williams,32,4,18.0,7,8,18.5,0.1195838474817179,10.0,10.0,11,8.0,0
Barry Williams,32,5,24.0,7,8,12.5,0.1644749375572025,5.0,6.0,10,8.0,0
Barry Williams,32,6,32.0,7,8,14.0,0.1622242091869916,7.0,8.0,9,8.0,0
Barry Williams,32,7,32.5,7,8,14.0,0.1868355738746501,8.0,7.0,8,8.0,0
Barry Williams,32,8,35.0,7,8,12.0,0.1749391324997686,6.5,7.0,7,8.0,1
Alyson Hannigan,32,1,13.0,5,11,17.0,0.1118232109800688,7.5,7.0,14,11.0,0
Alyson Hannigan,32,2,19.0,5,11,11.0,0.1705091750055962,6.0,5.0,13,11.0,0
Alyson Hannigan,32,3,24.0,5,11,14.5,0.1477707018507855,7.0,6.0,12,11.0,0
Alyson Hannigan,32,4,18.0,5,11,16.5,0.1448263797804725,8.0,6.0,11,11.0,0
Alyson Hannigan,32,5,21.0,5,11,15.0,0.1661270422432984,8.5,5.0,10,11.0,0
Alyson Hannigan,32,6,31.0,5,11,14.0,0.1924538653168682,7.0,6.0,9,11.0,0
Alyson Hannigan,32,7,35.0,5,11,12.0,0.2361840044466149,6.0,5.0,8,11.0,0
Alyson Hannigan,32,8,36.0,5,11,9.0,0.2768081636522851,4.0,4.0,7,11.0,0
Alyson Hannigan,32,9,32.0,5,11,9.0,0.2992988040476174,4.5,5.0,6,11.0,0
Alyson Hannigan,32,10,25.5,5,11,9.0,0.3302700251193909,4.5,5.0,5,11.0,0
Alyson Hannigan,32,11,26.5,5,11,10.0,0.3347235013871937,5.0,5.0,5,11.0,1
Xochitl Gomez,32,1,18.0,1,11,7.5,0.2556830153105628,4.0,2.0,14,,0
Xochitl Gomez,32,2,24.0,1,11,2.5,0.3376039730244839,1.0,1.0,13,,0
Xochitl Gomez,32,3,32.0,1,11,4.5,0.3086354836759142,1.5,1.0,12,,0
Xochitl Gomez,32,4,27.0,1,11,2.0,0.363428722281805,1.0,1.0,11,,0
Xochitl Gomez,32,5,28.0,1,11,2.5,0.3553772084598248,1.0,1.0,10,,0
Xochitl Gomez,32,6,42.0,1,11,2.0,0.3805826104203664,1.0,1.0,9,,0
Xochitl Gomez,32,7,37.0,1,11,2.5,0.3871205592538461,1.0,1.0,8,,0
Xochitl Gomez,32,8,40.0,1,11,3.0,0.3936594123773015,1.5,1.0,7,,0
Xochitl Gomez,32,9,41.0,1,11,3.0,0.4404125324349172,1.0,1.0,6,,0
Xochitl Gomez,32,10,30.0,1,11,2.0,0.5145261484502809,1.0,1.0,5,,0
Xochitl Gomez,32,11,30.0,1,11,2.5,0.5022504514495267,1.0,1.0,5,,0
Adrian Peterson,32,1,18.0,11,4,12.5,0.1303944889416775,6.0,6.0,14,4.0,0
Adrian Peterson,32,2,15.0,11,4,19.0,0.100210515378287,9.0,9.0,13,4.0,0
Adrian Peterson,32,3,22.0,11,4,21.0,0.1032120588448236,10.5,11.0,12,4.0,0
Adrian Peterson,32,4,21.0,11,4,18.0,0.1006478650360255,9.0,11.0,11,4.0,1
Matt Walsh,32,1,12.0,14,1,27.0,0.0616852597486843,14.0,14.0,14,1.0,1
Tyson Beckford,32,1,12.0,12,3,26.0,0.0692003389241084,13.0,13.0,14,3.0,0
Tyson Beckford,32,2,18.0,12,3,19.5,0.0979332205723081,10.0,11.0,13,3.0,0
Tyson Beckford,32,3,20.0,12,3,24.0,0.0735669990916124,12.0,12.0,12,3.0,1
Jason Mraz,32,1,21.0,2,11,6.5,0.2063758752903134,3.0,4.0,14,,0
Jason Mraz,32,2,24.0,2,11,4.5,0.2336349012727859,2.0,2.0,13,,0
Jason Mraz,32,3,34.0,2,11,5.5,0.2386886018007548,3.5,4.0,12,,0
Jason Mraz,32,4,24.0,2,11,7.5,0.2082915586646361,4.0,4.0,11,,0
Jason Mraz,32,5,27.0,2,11,6.0,0.2255065272452857,3.0,3.0,10,,0
Jason Mraz,32,6,39.0,2,11,7.0,0.2426065499861068,3.5,4.0,9,,0
Jason Mraz,32,7,36.0,2,11,8.5,0.2471253980718487,4.0,4.0,8,,0
Jason Mraz,32,8,33.0,2,11,12.0,0.2486823611465352,6.5,5.0,7,,0
Jason Mraz,32,9,43.0,2,11,4.0,0.3724127763593187,2.0,2.0,6,,0
Jason Mraz,32,10,28.5,2,11,9.0,0.3486390929005536,4.5,4.0,5,,0
Jason Mraz,32,11,30.0,2,11,4.5,0.3894102788643045,2.0,3.0,5,,0
Lele Pons,32,1,19.0,8,7,12.0,0.1326241671251244,5.0,5.0,14,7.0,0
Lele Pons,32,2,21.0,8,7,10.5,0.1458355032827068,5.0,6.0,13,7.0,0
Lele Pons,32,3,27.0,8,7,12.0,0.1321625299858842,5.0,7.0,12,7.0,0
Lele Pons,32,4,22.0,8,7,12.0,0.1435361706020923,5.5,7.0,11,7.0,0
Lele Pons,32,5,24.0,8,7,14.5,0.1584756798845594,7.0,8.0,10,7.0,0
Lele Pons,32,6,37.0,8,7,13.0,0.1768377517697422,5.0,7.0,9,7.0,0
Lele Pons,32,7,36.5,8,7,11.0,0.1484429235073516,5.0,8.0,8,7.0,1
Harry Jowsey,32,1,12.0,6,9,18.0,0.1086021442306571,9.0,10.0,14,9.0,0
Harry Jowsey,32,2,15.0,6,9,17.0,0.1321574103541581,7.0,7.0,13,9.0,0
Harry Jowsey,32,3,24.0,6,9,13.5,0.1554788362482938,6.0,5.0,12,9.0,0
Harry Jowsey,32,4,21.0,6,9,12.0,0.1887610462052902,5.5,5.0,11,9.0,0
Harry Jowsey,32,5,18.0,6,9,15.0,0.1578054596116058,8.5,9.0,10,9.0,0
Harry Jowsey,32,6,29.0,6,9,14.0,0.1942554327579138,7.0,5.0,9,9.0,0
Harry Jowsey,32,7,32.0,6,9,13.0,0.2292574562555286,7.0,6.0,8,9.0,0
Harry Jowsey,32,8,28.0,6,9,11.0,0.2465133483020395,5.0,6.0,7,9.0,0
Harry Jowsey,32,9,30.0,6,9,12.0,0.213317472677942,6.0,6.0,6,9.0,1
Mauricio Umansky,32,1,15.0,9,6,20.5,0.1006175470099712,12.0,12.0,14,6.0,0
Mauricio Umansky,32,2,12.0,9,6,24.0,0.0824447797404402,13.0,12.0,13,6.0,0
Mauricio Umansky,32,3,23.0,9,6,21.0,0.1062438924213585,10.5,10.0,12,6.0,0
Mauricio Umansky,32,4,19.0,9,6,19.0,0.122432482147458,11.0,9.0,11,6.0,0
Mauricio Umansky,32,5,24.0,9,6,13.5,0.16270177001447,6.0,7.0,10,6.0,0
Mauricio Umansky,32,6,33.0,9,6,15.0,0.1237822024031286,9.0,9.0,9,6.0,1
Charity Lawson,32,1,22.0,4,11,2.0,0.2824694060475234,1.0,1.0,14,11.0,0
Charity Lawson,32,2,21.0,4,11,5.5,0.2323020753108772,3.0,3.0,13,11.0,0
Charity Lawson,32,3,32.0,4,11,5.5,0.2452877625856921,3.5,3.0,12,11.0,0
Charity Lawson,32,4,24.0,4,11,5.5,0.2433577836565051,3.0,2.0,11,11.0,0
Charity Lawson,32,5,28.0,4,11,3.5,0.2938432351977708,2.0,2.0,10,11.0,0
Charity Lawson,32,6,38.0,4,11,7.0,0.2585095704074616,3.5,3.0,9,11.0,0
Charity Lawson,32,7,36.0,4,11,7.5,0.2731491500368334,3.0,3.0,8,11.0,0
Charity Lawson,32,8,39.0,4,11,6.0,0.31920085916078,3.0,3.0,7,11.0,0
Charity Lawson,32,9,38.0,4,11,5.0,0.3570637966352724,3.0,3.0,6,11.0,0
Charity Lawson,32,10,29.5,4,11,4.0,0.4309547063438135,2.0,2.0,5,11.0,0
Charity Lawson,32,11,29.5,4,11,5.5,0.3963292559009284,3.0,2.0,5,11.0,1
Ariana Madix,32,1,21.0,3,11,5.5,0.2202742517651047,2.0,3.0,14,,0
Ariana Madix,32,2,20.0,3,11,9.0,0.1788619586568592,4.0,4.0,13,,0
Ariana Madix,32,3,34.0,3,11,4.5,0.2472869796361247,1.5,2.0,12,,0
Ariana Madix,32,4,25.0,3,11,5.0,0.2333706179339703,2.0,3.0,11,,0
Ariana Madix,32,5,24.0,3,11,9.5,0.2060162308417398,4.0,4.0,10,,0
Ariana Madix,32,6,41.0,3,11,4.0,0.2687478077514206,2.0,2.0,9,,0
Ariana Madix,32,7,37.0,3,11,3.5,0.2918849345533263,2.0,2.0,8,,0
Ariana Madix,32,8,42.0,3,11,3.0,0.3401967228612899,1.5,2.0,7,,0
Ariana Madix,32,9,37.0,3,11,9.0,0.3174946178449321,4.5,4.0,6,,0
Ariana Madix,32,10,29.0,3,11,6.0,0.375610027185961,3.0,3.0,5,,0
Ariana Madix,32,11,29.5,3,11,7.5,0.3772865123980465,4.0,4.0,5,,0
Tori Spelling,33,1,17.0,12,2,23.5,0.0894897670691353,12.5,11.0,13,2.0,0
Tori Spelling,33,2,19.0,12,2,22.0,0.0819305948359563,11.0,12.0,13,2.0,1
Eric Roberts,33,1,15.0,10,3,23.5,0.0833725389492077,12.5,13.0,13,3.0,0
Eric Roberts,33,2,15.0,10,3,22.0,0.0877967031784804,11.0,10.5,13,3.0,0
Eric Roberts,33,3,23.0,10,3,20.5,0.0949241948262358,10.0,10.0,11,3.0,1
Reginald VelJohnson,33,1,16.0,10,3,22.5,0.0874211219451591,11.0,12.0,13,3.0,0
Reginald VelJohnson,33,2,15.0,10,3,22.0,0.0877967031784804,11.0,10.5,13,3.0,0
Reginald VelJohnson,33,3,21.0,10,3,21.5,0.0886348866501352,11.0,11.0,11,3.0,1
Chandler Kinney,33,1,23.0,3,9,2.0,0.2860980254500319,1.0,1.0,13,,0
Chandler Kinney,33,2,24.0,3,9,2.0,0.2720963621989949,1.0,1.0,13,,0
Chandler Kinney,33,3,34.5,3,9,4.0,0.2756968028572857,2.0,2.0,11,,0
Chandler Kinney,33,4,32.0,3,9,11.0,0.243100218425768,5.0,5.0,9,,0
Chandler Kinney,33,5,27.0,3,9,2.0,0.3237554335210689,1.0,1.0,8,,0
Chandler Kinney,33,6,32.0,3,9,2.5,0.3626529797924514,1.0,1.0,7,,0
Chandler Kinney,33,7,30.0,3,9,2.0,0.4141284351190779,1.0,1.0,6,,0
Chandler Kinney,33,8,29.0,3,9,2.5,0.4443057301510345,1.0,1.0,5,,0
Chandler Kinney,33,9,30.0,3,9,2.0,0.4478929828537794,1.0,1.0,5,,0
Dwight Howard ,33,1,22.0,6,7,6.0,0.1979240427112898,3.0,4.0,13,7.0,0
Dwight Howard ,33,2,22.0,6,7,8.0,0.1862582422420065,4.0,5.0,13,7.0,0
Dwight Howard ,33,3,26.0,6,7,16.0,0.1468977990838142,9.0,7.0,11,7.0,0
Dwight Howard ,33,4,29.0,6,7,16.0,0.1689730590144513,9.0,8.0,9,7.0,0
Dwight Howard ,33,5,24.0,6,7,14.0,0.2093371670780192,7.0,7.0,8,7.0,0
Dwight Howard ,33,6,31.0,6,7,9.5,0.2781780278463323,4.0,4.0,7,7.0,0
Dwight Howard ,33,7,24.0,6,7,12.0,0.2177860294511433,6.0,6.0,6,7.0,1
Danny Amendola,33,1,20.0,5,9,11.0,0.1812522919580067,5.0,5.0,13,9.0,0
Danny Amendola,33,2,21.0,5,9,12.0,0.1796988733388979,6.0,6.0,13,9.0,0
Danny Amendola,33,3,30.0,5,9,11.0,0.191842102793499,5.0,5.0,11,9.0,0
Danny Amendola,33,4,36.0,5,9,3.5,0.2816483661123574,2.0,2.0,9,9.0,0
Danny Amendola,33,5,25.5,5,9,9.5,0.2531309785634419,4.0,4.0,8,9.0,0
Danny Amendola,33,6,28.0,5,9,10.5,0.2740642111999395,5.5,5.0,7,9.0,0
Danny Amendola,33,7,25.5,5,9,10.0,0.307873186415068,5.0,5.0,6,9.0,0
Danny Amendola,33,8,27.0,5,9,9.0,0.3558821797607242,4.5,5.0,5,9.0,0
Danny Amendola,33,9,28.0,5,9,10.0,0.3394431019510388,5.0,5.0,5,9.0,1
Stephen Nedoroscik,33,1,21.0,4,9,5.5,0.2314532201116924,2.0,2.0,13,9.0,0
Stephen Nedoroscik,33,2,22.0,4,9,5.0,0.2398693868060523,2.0,2.0,13,9.0,0
Stephen Nedoroscik,33,3,31.0,4,9,6.5,0.2533736478195305,3.0,3.0,11,9.0,0
Stephen Nedoroscik,33,4,33.0,4,9,6.0,0.2692286508519284,3.0,3.0,9,9.0,0
Stephen Nedoroscik,33,5,24.0,4,9,11.0,0.2487665029431802,6.0,5.0,8,9.0,0
Stephen Nedoroscik,33,6,28.0,4,9,8.5,0.294530586970537,3.0,3.0,7,9.0,0
Stephen Nedoroscik,33,7,27.0,4,9,5.0,0.3603396617105242,2.0,2.0,6,9.0,0
Stephen Nedoroscik,33,8,26.5,4,9,9.0,0.3655486898290651,4.5,4.0,5,9.0,0
Stephen Nedoroscik,33,9,29.5,4,9,4.5,0.4258022490177092,2.0,2.0,5,9.0,1
Ilona Maher,33,1,18.0,2,9,14.0,0.1762955910190153,7.0,6.0,13,,0
Ilona Maher,33,2,21.0,2,9,10.0,0.2112553365191315,5.0,4.0,13,,0
Ilona Maher,33,3,28.0,2,9,11.5,0.2070148246579785,6.0,4.0,11,,0
Ilona Maher,33,4,32.0,2,9,10.0,0.2596473849461317,4.0,4.0,9,,0
Ilona Maher,33,5,26.0,2,9,4.5,0.3169957028840604,2.0,2.0,8,,0
Ilona Maher,33,6,24.0,2,9,11.0,0.2651075644547361,7.0,6.0,7,,0
Ilona Maher,33,7,26.0,2,9,7.0,0.3483168670976864,4.0,4.0,6,,0
Ilona Maher,33,8,28.5,2,9,5.0,0.4162795751100741,3.0,3.0,5,,0
Ilona Maher,33,9,28.5,2,9,7.0,0.3929189487451245,4.0,4.0,5,,0
Anna Delvey,33,1,18.0,12,2,21.5,0.0935383500650867,10.0,10.0,13,2.0,0
Anna Delvey,33,2,17.0,12,2,23.5,0.0741786568514602,13.0,13.0,13,2.0,1
Brooks Nader,33,1,18.0,9,4,18.0,0.0960276496746399,9.0,9.0,13,4.0,0
Brooks Nader,33,2,20.0,9,4,19.0,0.1029023440813692,9.0,9.0,13,4.0,0
Brooks Nader,33,3,30.5,9,4,14.0,0.1316472876216732,7.0,9.0,11,4.0,0
Brooks Nader,33,4,32.0,9,4,15.0,0.1274932983521921,8.0,9.0,9,4.0,1
Phaedra Parks,33,1,19.0,8,5,14.5,0.1234295677675244,8.0,8.0,13,5.0,0
Phaedra Parks,33,2,21.0,8,5,13.0,0.1326268283725105,7.0,7.0,13,5.0,0
Phaedra Parks,33,3,28.0,8,5,15.5,0.1387928413565527,8.0,8.0,11,5.0,0
Phaedra Parks,33,4,32.0,8,5,14.0,0.1731041068981477,7.0,7.0,9,5.0,0
Phaedra Parks,33,5,24.0,8,5,15.0,0.1488877189965889,8.0,8.0,8,5.0,1
Jenn Tran,33,1,19.0,7,6,13.5,0.1394647153378851,6.0,7.0,13,6.0,0
Jenn Tran,33,2,19.0,7,6,17.5,0.1225723759282739,8.0,8.0,13,6.0,0
Jenn Tran,33,3,31.0,7,6,9.5,0.1884559945129779,4.0,6.0,11,6.0,0
Jenn Tran,33,4,32.0,7,6,12.0,0.1936727819104274,6.0,6.0,9,6.0,0
Jenn Tran,33,5,25.5,7,6,10.5,0.2192917052596772,5.0,6.0,8,6.0,0
Jenn Tran,33,6,31.0,7,6,10.5,0.1864091312589151,5.5,7.0,7,6.0,1
Joey Graziadei,33,1,21.0,1,9,6.5,0.2142331179413252,4.0,3.0,13,,0
Joey Graziadei,33,2,22.0,1,9,6.0,0.2210175924683859,3.0,3.0,13,,0
Joey Graziadei,33,3,35.0,1,9,2.0,0.282719617820317,1.0,1.0,11,,0
Joey Graziadei,33,4,36.0,1,9,2.5,0.2831321334885955,1.0,1.0,9,,0
Joey Graziadei,33,5,26.0,1,9,5.5,0.279834790753963,3.0,3.0,8,,0
Joey Graziadei,33,6,32.0,1,9,3.5,0.3390574984770885,2.0,2.0,7,,0
Joey Graziadei,33,7,27.5,1,9,6.0,0.3515558202065001,3.0,3.0,6,,0
Joey Graziadei,33,8,29.0,1,9,4.5,0.4179838251491022,2.0,2.0,5,,0
Joey Graziadei,33,9,29.5,1,9,6.5,0.3939427174323481,3.0,3.0,5,,0
Corey Feldman,34,1,9.0,13,2,27.0,0.0801835061859435,14.0,14.0,14,2.0,0
Corey Feldman,34,2,15.0,13,2,27.5,0.066636680791397,14.0,14.0,14,2.0,1
Danielle Fishel,34,1,12.0,8,8,16.0,0.1268898682025044,9.0,9.0,14,8.0,0
Danielle Fishel,34,2,19.0,8,8,20.0,0.1084020243073227,10.0,9.0,14,8.0,0
Danielle Fishel,34,3,21.0,8,8,17.5,0.1288107683598017,9.0,9.0,12,8.0,0
Danielle Fishel,34,4,21.0,8,8,19.5,0.1335159510916803,11.0,10.0,11,8.0,0
Danielle Fishel,34,5,29.0,8,8,18.5,0.1405483250248871,10.0,9.0,10,8.0,0
Danielle Fishel,34,6,36.0,8,8,11.0,0.1800359448581656,6.0,7.0,10,8.0,0
Danielle Fishel,34,7,35.0,8,8,14.0,0.1703120706433946,6.5,8.0,9,8.0,0
Danielle Fishel,34,8,37.0,8,8,15.0,0.15617522674058,8.0,8.0,8,8.0,1
Elaine Hendrix,34,1,12.0,5,11,12.0,0.1442146354863394,5.0,4.0,14,11.0,0
Elaine Hendrix,34,2,21.0,5,11,11.5,0.1538903701789556,6.0,5.0,14,11.0,0
