celebrity_name,season,placement,weeks_participated,results,ballroom_partner,celebrity_industry,celebrity_age_during_season,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,26.0,28.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,27.0,39.5,28.25,28.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,26.0,28.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,25.0,28.25,28.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,26.0,28.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,26.0,37.9998,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,28.0,27.8333,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,26.0,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,26.0,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,26.0,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,26.0,29.5,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,27.8333,28.0,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,27.8333,28.0,28.9443,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,27.8333,29.5,28.0,30.0
Shawn Johnson,8,1,11,Winner,Mark Ballas,Athlete,17,0,23.0,24.0,26.5,39.5,28.25,28.0,37.9998,27.8333,29.5,28.9443,30.0
